Results Table 1


Results Table 2


Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"8.6600","7.2836","0.0256","7.2836","14.8644","10.6674"
"8.6800","7.3003","0.0257","7.3003","14.8986","10.6889"
"8.7000","7.3168","0.0257","7.3168","14.9323","10.7037"
"8.7200","7.3337","0.0257","7.3337","14.9668","10.7138"
"8.7400","7.3501","0.0258","7.3501","15.0003","10.7414"
"8.7600","7.3663","0.0259","7.3663","15.0333","10.7934"
"8.7800","7.3828","0.0260","7.3828","15.0670","10.8191"
"8.8000","7.3998","0.0260","7.3998","15.1017","10.8410"
"8.8200","7.4168","0.0261","7.4168","15.1364","10.8772"
"8.8400","7.4332","0.0262","7.4332","15.1699","10.9096"
"8.8600","7.4499","0.0262","7.4499","15.2039","10.9170"
"8.8800","7.4665","0.0263","7.4665","15.2378","10.9384"
"8.9000","7.4830","0.0263","7.4830","15.2713","10.9587"
"8.9200","7.4996","0.0264","7.4996","15.3053","10.9804"
"8.9400","7.5166","0.0264","7.5166","15.3400","11.0114"
"8.9600","7.5335","0.0265","7.5335","15.3744","11.0440"
"8.9800","7.5502","0.0265","7.5502","15.4087","11.0564"
"9.0000","7.5668","0.0265","7.5668","15.4424","11.0548"
"9.0200","7.5833","0.0266","7.5833","15.4761","11.0675"
"9.0400","7.5999","0.0266","7.5999","15.5101","11.0833"
"9.0600","7.6165","0.0267","7.6165","15.5438","11.1162"
"9.0800","7.6331","0.0267","7.6331","15.5778","11.1406"
"9.1000","7.6502","0.0267","7.6502","15.6127","11.1439"
"9.1200","7.6668","0.0269","7.6668","15.6465","11.1974"
"9.1400","7.6833","0.0270","7.6833","15.6802","11.2411"
"9.1600","7.6998","0.0270","7.6998","15.7139","11.2595"
"9.1800","7.7163","0.0271","7.7163","15.7476","11.2714"
"9.2000","7.7329","0.0271","7.7329","15.7814","11.2878"
"9.2200","7.7495","0.0271","7.7495","15.8153","11.2961"
"9.2400","7.7665","0.0271","7.7665","15.8500","11.3031"
"9.2600","7.7834","0.0272","7.7834","15.8845","11.3308"
"9.2800","7.7998","0.0273","7.7998","15.9180","11.3705"
"9.3000","7.8163","0.0274","7.8163","15.9517","11.4096"
"9.3200","7.8331","0.0274","7.8331","15.9859","11.4317"
"9.3400","7.8499","0.0275","7.8499","16.0201","11.4471"
"9.3600","7.8665","0.0275","7.8665","16.0541","11.4655"
"9.3800","7.8834","0.0276","7.8834","16.0886","11.4991"
"9.4000","7.9005","0.0277","7.9005","16.1235","11.5294"
"9.4200","7.9169","0.0277","7.9169","16.1570","11.5566"
"9.4400","7.9332","0.0277","7.9332","16.1902","11.5563"
"9.4600","7.9497","0.0278","7.9497","16.2240","11.5704"
"9.4800","7.9665","0.0278","7.9665","16.2582","11.5810"
"9.5000","7.9832","0.0278","7.9832","16.2921","11.5992"
"9.5200","7.9998","0.0280","7.9998","16.3261","11.6483"
"9.5400","8.0167","0.0279","8.0167","16.3606","11.6444"
"9.5600","8.0334","0.0280","8.0334","16.3948","11.6561"
"9.5800","8.0499","0.0280","8.0499","16.4283","11.6790"
"9.6000","8.0661","0.0281","8.0661","16.4615","11.6881"
"9.6200","8.0829","0.0281","8.0829","16.4957","11.6952"
"9.6400","8.0998","0.0281","8.0998","16.5302","11.7199"
"9.6600","8.1166","0.0282","8.1166","16.5644","11.7518"
"9.6800","8.1334","0.0282","8.1334","16.5988","11.7612"
"9.7000","8.1504","0.0282","8.1504","16.6335","11.7656"
"9.7200","8.1668","0.0283","8.1668","16.6670","11.8076"
"9.7400","8.1829","0.0284","8.1829","16.6998","11.8332"
"9.7600","8.1995","0.0284","8.1995","16.7338","11.8462"
"9.7800","8.2165","0.0285","8.2165","16.7685","11.8665"
"9.8000","8.2333","0.0286","8.2333","16.8027","11.9017"
"9.8200","8.2500","0.0286","8.2500","16.8366","11.9205"
"9.8400","8.2667","0.0287","8.2667","16.8709","11.9430"
"9.8600","8.2832","0.0287","8.2832","16.9046","11.9747"
"9.8800","8.2993","0.0288","8.2993","16.9374","11.9988"
"9.9000","8.3158","0.0288","8.3158","16.9711","12.0130"
"9.9200","8.3331","0.0289","8.3331","17.0063","12.0253"
"9.9400","8.3499","0.0289","8.3499","17.0407","12.0446"
"9.9600","8.3666","0.0290","8.3666","17.0747","12.0675"
"9.9800","8.3835","0.0290","8.3835","17.1091","12.0842"
"10.0000","8.4004","0.0289","8.4004","17.1436","12.0510"
"10.0200","8.4165","0.0289","8.4165","17.1766","12.0319"
"10.0400","8.4329","0.0289","8.4329","17.2101","12.0264"
"10.0600","8.4498","0.0289","8.4498","17.2445","12.0503"
"10.0800","8.4668","0.0290","8.4668","17.2792","12.0754"
"10.1000","8.4835","0.0289","8.4835","17.3132","12.0380"
"10.1200","8.5001","0.0288","8.5001","17.3472","11.9920"
"10.1400","8.5169","0.0287","8.5169","17.3814","11.9742"
"10.1600","8.5334","0.0288","8.5334","17.4151","11.9953"
"10.1800","8.5496","0.0288","8.5496","17.4481","12.0090"
"10.2000","8.5662","0.0288","8.5662","17.4821","12.0121"
"10.2200","8.5832","0.0289","8.5832","17.5168","12.0393"
"10.2400","8.6001","0.0289","8.6001","17.5512","12.0465"
"10.2600","8.6165","0.0289","8.6165","17.5847","12.0406"
"10.2800","8.6332","0.0289","8.6332","17.6187","12.0567"
"10.3000","8.6500","0.0290","8.6500","17.6532","12.0874"
"10.3200","8.6665","0.0291","8.6665","17.6866","12.1100"
"10.3400","8.6830","0.0291","8.6830","17.7204","12.1199"
"10.3600","8.6999","0.0291","8.6999","17.7548","12.1350"
"10.3800","8.7169","0.0292","8.7169","17.7895","12.1547"
"10.4000","8.7334","0.0292","8.7334","17.8233","12.1797"
"10.4200","8.7500","0.0293","8.7500","17.8572","12.1898"
"10.4400","8.7667","0.0293","8.7667","17.8912","12.1916"
"10.4600","8.7832","0.0293","8.7832","17.9249","12.2030"
"10.4800","8.7997","0.0293","8.7997","17.9587","12.2242"
"10.5000","8.8165","0.0294","8.8165","17.9929","12.2406"
"10.5200","8.8335","0.0294","8.8335","18.0276","12.2556"
"10.5400","8.8502","0.0294","8.8502","18.0615","12.2590"
"10.5600","8.8666","0.0295","8.8666","18.0950","12.2759"
"10.5800","8.8830","0.0295","8.8830","18.1285","12.2830"
"10.6000","8.8997","0.0295","8.8997","18.1627","12.2785"
"10.6200","8.9164","0.0294","8.9164","18.1967","12.2682"
"10.6400","8.9331","0.0294","8.9331","18.2309","12.2311"
"10.6600","8.9500","0.0293","8.9500","18.2654","12.1905"
"10.6800","8.9669","0.0293","8.9669","18.2998","12.2219"
"10.7000","8.9834","0.0294","8.9834","18.3335","12.2352"
"10.7200","8.9998","0.0294","8.9998","18.3670","12.2314"
"10.7400","9.0164","0.0294","9.0164","18.4008","12.2314"
"10.7600","9.0333","0.0294","9.0333","18.4352","12.2497"
"10.7800","9.0499","0.0294","9.0499","18.4692","12.2567"
"10.8000","9.0667","0.0295","9.0667","18.5034","12.2728"
"10.8200","9.0835","0.0295","9.0835","18.5379","12.3014"
"10.8400","9.1001","0.0296","9.1001","18.5716","12.3161"
"10.8600","9.1164","0.0296","9.1164","18.6048","12.3335"
"10.8800","9.1328","0.0297","9.1328","18.6383","12.3549"
"10.9000","9.1498","0.0297","9.1498","18.6730","12.3642"
"10.9200","9.1668","0.0297","9.1668","18.7077","12.3871"
"10.9400","9.1834","0.0298","9.1834","18.7417","12.4057"
"10.9600","9.2001","0.0298","9.2001","18.7756","12.4271"
"10.9800","9.2167","0.0299","9.2167","18.8096","12.4439"
"11.0000","9.2331","0.0299","9.2331","18.8431","12.4578"
"11.0200","9.2493","0.0299","9.2493","18.8761","12.4783"
"11.0400","9.2662","0.0300","9.2662","18.9106","12.4997"
"11.0600","9.2833","0.0300","9.2833","18.9455","12.4925"
"11.0800","9.2999","0.0300","9.2999","18.9795","12.5140"
"11.1000","9.3167","0.0301","9.3167","19.0137","12.5476"
"11.1200","9.3335","0.0302","9.3335","19.0479","12.5850"
"11.1400","9.3500","0.0303","9.3500","19.0816","12.6099"
"11.1600","9.3662","0.0303","9.3662","19.1146","12.6391"
"11.1800","9.3829","0.0304","9.3829","19.1489","12.6647"
"11.2000","9.3999","0.0304","9.3999","19.1835","12.6787"
"11.2200","9.4167","0.0304","9.4167","19.2178","12.6708"
"11.2400","9.4333","0.0304","9.4333","19.2517","12.6546"
"11.2600","9.4501","0.0304","9.4501","19.2859","12.6577"
"11.2800","9.4666","0.0304","9.4666","19.3197","12.6804"
"11.3000","9.4832","0.0305","9.4832","19.3534","12.7029"
"11.3200","9.4997","0.0305","9.4997","19.3871","12.7272"
"11.3400","9.5165","0.0306","9.5165","19.4213","12.7496"
"11.3600","9.5333","0.0306","9.5333","19.4558","12.7680"
"11.3800","9.5499","0.0307","9.5499","19.4895","12.7784"
"11.4000","9.5665","0.0307","9.5665","19.5235","12.7900"
"11.4200","9.5833","0.0307","9.5833","19.5577","12.7977"
"11.4400","9.5998","0.0308","9.5998","19.5914","12.8170"
"11.4600","9.6162","0.0308","9.6162","19.6249","12.8366"
"11.4800","9.6329","0.0308","9.6329","19.6589","12.8362"
"11.5000","9.6500","0.0308","9.6500","19.6938","12.8537"
"11.5200","9.6669","0.0309","9.6669","19.7283","12.8686"
"11.5400","9.6834","0.0309","9.6834","19.7620","12.8744"
"11.5600","9.7002","0.0310","9.7002","19.7962","12.8974"
"11.5800","9.7166","0.0310","9.7166","19.8297","12.9217"
"11.6000","9.7330","0.0311","9.7330","19.8632","12.9460"
"11.6200","9.7497","0.0311","9.7497","19.8974","12.9707"
"11.6400","9.7666","0.0312","9.7666","19.9319","12.9849"
"11.6600","9.7835","0.0312","9.7835","19.9663","13.0109"
"11.6800","9.8000","0.0308","9.8000","20.0001","12.8493"
"11.7000","9.8167","0.0297","9.8167","20.0340","12.3861"
"11.7200","9.8332","0.0292","9.8332","20.0678","12.1599"
"11.7400","9.8498","0.0291","9.8498","20.1017","12.1156"
"11.7600","9.8663","0.0292","9.8663","20.1352","12.1463"
"11.7800","9.8830","0.0292","9.8830","20.1694","12.1854"
"11.8000","9.9001","0.0293","9.9001","20.2044","12.1977"
"11.8200","9.9168","0.0293","9.9168","20.2383","12.2044"
"11.8400","9.9332","0.0294","9.9332","20.2718","12.2305"
"11.8600","9.9497","0.0294","9.9497","20.3056","12.2446"
"11.8800","9.9664","0.0294","9.9664","20.3395","12.2687"
"11.9000","9.9831","0.0295","9.9831","20.3737","12.2789"
"11.9200","9.9999","0.0295","9.9999","20.4079","12.2784"
"11.9400","10.0168","0.0294","10.0168","20.4424","12.2386"
"11.9600","10.0337","0.0293","10.0337","20.4769","12.2268"
"11.9800","10.0501","0.0293","10.0501","20.5103","12.2098"
"12.0000","10.0665","0.0293","10.0665","20.5438","12.1923"
"12.0200","10.0831","0.0293","10.0831","20.5778","12.2048"
"12.0400","10.0999","0.0293","10.0999","20.6120","12.2268"
"12.0600","10.1167","0.0294","10.1167","20.6462","12.2624"
"12.0800","10.1334","0.0295","10.1334","20.6804","12.2859"
"12.1000","10.1502","0.0295","10.1502","20.7146","12.2983"
"12.1200","10.1667","0.0296","10.1667","20.7484","12.3227"
"12.1400","10.1831","0.0296","10.1831","20.7819","12.3385"
"12.1600","10.1998","0.0296","10.1998","20.8158","12.3519"
"12.1800","10.2165","0.0297","10.2165","20.8501","12.3739"
"12.2000","10.2333","0.0298","10.2333","20.8843","12.3980"
"12.2200","10.2499","0.0299","10.2499","20.9182","12.4451"
"12.2400","10.2668","0.0300","10.2668","20.9527","12.4846"
"12.2600","10.2837","0.0299","10.2837","20.9871","12.4747"
"12.2800","10.2999","0.0300","10.2999","21.0202","12.4909"
"12.3000","10.3162","0.0300","10.3162","21.0534","12.5111"
"12.3200","10.3330","0.0301","10.3330","21.0879","12.5363"
"12.3400","10.3500","0.0302","10.3500","21.1225","12.5632"
"12.3600","10.3667","0.0302","10.3667","21.1565","12.5783"
"12.3800","10.3833","0.0302","10.3833","21.1905","12.6010"
"12.4000","10.4002","0.0303","10.4002","21.2249","12.6150"
"12.4200","10.4167","0.0303","10.4167","21.2587","12.6358"
"12.4400","10.4329","0.0304","10.4329","21.2917","12.6578"
"12.4600","10.4496","0.0304","10.4496","21.3256","12.6723"
"12.4800","10.4666","0.0305","10.4666","21.3603","12.6953"
"12.5000","10.4832","0.0305","10.4832","21.3943","12.7143"
"12.5200","10.4997","0.0306","10.4997","21.4280","12.7402"
"12.5400","10.5164","0.0306","10.5164","21.4620","12.7477"
"12.5600","10.5330","0.0306","10.5330","21.4960","12.7462"
"12.5800","10.5494","0.0306","10.5494","21.5295","12.7583"
"12.6000","10.5661","0.0306","10.5661","21.5634","12.7634"
"12.6200","10.5831","0.0307","10.5831","21.5981","12.7737"
"12.6400","10.6000","0.0307","10.6000","21.6326","12.7960"
"12.6600","10.6166","0.0308","10.6166","21.6666","12.8156"
"12.6800","10.6333","0.0308","10.6333","21.7005","12.8405"
"12.7000","10.6499","0.0309","10.6499","21.7345","12.8608"
"12.7200","10.6664","0.0309","10.6664","21.7682","12.8832"
"12.7400","10.6827","0.0310","10.6827","21.8015","12.9096"
"12.7600","10.6995","0.0310","10.6995","21.8357","12.9285"
"12.7800","10.7165","0.0311","10.7165","21.8704","12.9408"
"12.8000","10.7333","0.0311","10.7333","21.9046","12.9586"
"12.8200","10.7498","0.0312","10.7498","21.9383","12.9802"
"12.8400","10.7664","0.0312","10.7664","21.9723","12.9861"
"12.8600","10.7830","0.0312","10.7830","22.0060","12.9910"
"12.8800","10.7996","0.0312","10.7996","22.0400","13.0081"
"12.9000","10.8165","0.0313","10.8165","22.0745","13.0295"
"12.9200","10.8335","0.0313","10.8335","22.1092","13.0468"
"12.9400","10.8502","0.0313","10.8502","22.1434","13.0590"
"12.9600","10.8668","0.0314","10.8668","22.1771","13.0812"
"12.9800","10.8833","0.0315","10.8833","22.2108","13.1054"
"13.0000","10.8999","0.0315","10.8999","22.2448","13.1111"
"13.0200","10.9167","0.0313","10.9167","22.2790","13.0425"
"13.0400","10.9332","0.0307","10.9332","22.3127","12.7732"
"13.0600","10.9499","0.0303","10.9499","22.3467","12.6398"
"13.0800","10.9668","0.0303","10.9668","22.3812","12.6320"
"13.1000","10.9834","0.0303","10.9834","22.4151","12.6398"
"13.1200","10.9999","0.0304","10.9999","22.4489","12.6680"
"13.1400","11.0165","0.0304","11.0165","22.4826","12.6873"
"13.1600","11.0332","0.0305","11.0332","22.5168","12.7136"
"13.1800","11.0499","0.0305","11.0499","22.5508","12.7263"
"13.2000","11.0665","0.0306","11.0665","22.5847","12.7439"
"13.2200","11.0834","0.0306","11.0834","22.6192","12.7677"
"13.2400","11.1002","0.0307","11.1002","22.6534","12.7859"
"13.2600","11.1167","0.0307","11.1167","22.6871","12.7936"
"13.2800","11.1331","0.0307","11.1331","22.7206","12.8051"
"13.3000","11.1499","0.0308","11.1499","22.7548","12.8199"
"13.3200","11.1666","0.0308","11.1666","22.7891","12.8425"
"13.3400","11.1833","0.0308","11.1833","22.8230","12.8378"
"13.3600","11.2002","0.0308","11.2002","22.8575","12.8291"
"13.3800","11.2169","0.0309","11.2169","22.8917","12.8580"
"13.4000","11.2335","0.0309","11.2335","22.9254","12.8882"
"13.4200","11.2496","0.0309","11.2496","22.9584","12.8942"
"13.4400","11.2662","0.0309","11.2662","22.9922","12.8912"
"13.4600","11.2830","0.0310","11.2830","23.0266","12.9073"
"13.4800","11.2998","0.0310","11.2998","23.0608","12.9215"
"13.5000","11.3163","0.0311","11.3163","23.0946","12.9405"
"13.5200","11.3332","0.0311","11.3332","23.1290","12.9636"
"13.5400","11.3500","0.0311","11.3500","23.1632","12.9769"
"13.5600","11.3664","0.0309","11.3664","23.1967","12.8925"
"13.5800","11.3829","0.0297","11.3829","23.2304","12.3742"
"13.6000","11.3998","0.0289","11.3998","23.2649","12.0351"
"13.6200","11.4168","0.0287","11.4168","23.2996","11.9570"
"13.6400","11.4333","0.0287","11.4333","23.3333","11.9670"
"13.6600","11.4501","0.0288","11.4501","23.3675","11.9963"
"13.6800","11.4666","0.0289","11.4666","23.4013","12.0243"
"13.7000","11.4831","0.0289","11.4831","23.4350","12.0256"
"13.7200","11.4996","0.0289","11.4996","23.4685","12.0276"
"13.7400","11.5163","0.0280","11.5163","23.5027","11.6618"
"13.7600","11.5332","0.0265","11.5332","23.5371","11.0479"
"13.7800","11.5498","0.0260","11.5498","23.5711","10.8354"
"13.8000","11.5665","0.0259","11.5665","23.6051","10.8027"
"13.8200","11.5833","0.0252","11.5833","23.6393","10.4980"
"13.8400","11.5998","0.0240","11.5998","23.6730","10.0173"
"13.8600","11.6162","0.0235","11.6162","23.7065","9.7902"
"13.8800","11.6330","0.0234","11.6330","23.7407","9.7640"
"13.9000","11.6498","0.0235","11.6498","23.7752","9.7800"
"13.9200","11.6668","0.0235","11.6668","23.8099","9.8035"
"13.9400","11.6835","0.0236","11.6835","23.8438","9.8176"
"13.9600","11.7001","0.0236","11.7001","23.8778","9.8356"
"13.9800","11.7167","0.0236","11.7167","23.9115","9.8344"
"14.0000","11.7331","0.0236","11.7331","23.9450","9.8366"
"14.0200","11.7496","0.0237","11.7496","23.9788","9.8563"
"14.0400","11.7666","0.0237","11.7666","24.0135","9.8833"
"14.0600","11.7835","0.0238","11.7835","24.0479","9.9169"
"14.0800","11.8000","0.0238","11.8000","24.0816","9.9316"
"14.1000","11.8165","0.0239","11.8165","24.1154","9.9376"
"14.1200","11.8332","0.0239","11.8332","24.1493","9.9495"
"14.1400","11.8497","0.0239","11.8497","24.1831","9.9674"
"14.1600","11.8662","0.0240","11.8662","24.2168","9.9957"
"14.1800","11.8830","0.0240","11.8830","24.2510","9.9941"
"14.2000","11.8999","0.0240","11.8999","24.2855","9.9956"
"14.2200","11.9168","0.0240","11.9168","24.3199","10.0082"
"14.2400","11.9333","0.0240","11.9333","24.3537","10.0037"
"14.2600","11.9497","0.0240","11.9497","24.3871","10.0195"
"14.2800","11.9662","0.0241","11.9662","24.4209","10.0453"
"14.3000","11.9829","0.0242","11.9829","24.4548","10.0631"
"14.3200","11.9998","0.0242","11.9998","24.4893","10.0843"
"14.3400","12.0166","0.0243","12.0166","24.5237","10.1129"
"14.3600","12.0335","0.0243","12.0335","24.5582","10.1313"
"14.3800","12.0502","0.0237","12.0502","24.5922","9.8886"
"14.4000","12.0666","0.0231","12.0666","24.6257","9.6284"
"14.4200","12.0832","0.0225","12.0832","24.6596","9.3826"
"14.4400","12.1000","0.0218","12.1000","24.6938","9.0942"
"14.4600","12.1166","0.0216","12.1166","24.7278","8.9902"
"14.4800","12.1335","0.0216","12.1335","24.7623","9.0033"
"14.5000","12.1503","0.0217","12.1503","24.7965","9.0437"
"14.5200","12.1668","0.0218","12.1668","24.8302","9.0652"
"14.5400","12.1831","0.0217","12.1831","24.8635","9.0605"
"14.5600","12.1996","0.0207","12.1996","24.8972","8.6271"
"14.5800","12.2164","0.0195","12.2164","24.9314","8.1124"
"14.6000","12.2333","0.0190","12.2333","24.9659","7.9171"
"14.6200","12.2500","0.0190","12.2500","25.0001","7.9194"
"14.6400","12.2668","0.0191","12.2668","25.0343","7.9632"
"14.6600","12.2834","0.0192","12.2834","25.0682","7.9994"
"14.6800","12.3001","0.0192","12.3001","25.1022","8.0184"
"14.7000","12.3164","0.0193","12.3164","25.1355","8.0351"
"14.7200","12.3330","0.0193","12.3330","25.1694","8.0389"
"14.7400","12.3499","0.0193","12.3499","25.2039","8.0425"
"14.7600","12.3666","0.0193","12.3666","25.2379","8.0562"
"14.7800","12.3831","0.0194","12.3831","25.2716","8.0739"
"14.8000","12.4000","0.0194","12.4000","25.3060","8.0920"
"14.8200","12.4166","0.0195","12.4166","25.3400","8.1176"
"14.8400","12.4328","0.0195","12.4328","25.3730","8.1190"
"14.8600","12.4493","0.0195","12.4493","25.4068","8.1227"
"14.8800","12.4662","0.0193","12.4662","25.4412","8.0514"
"14.8920","12.4762","0.0188","12.4762","25.4617","7.8415"

