Results Table 1


Results Table 2


1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"","8.3200","6.9996","0.0263","6.9996","14.2850","10.9702"
"","8.3400","7.0163","0.0264","7.0163","14.3189","10.9975"
"","8.3600","7.0333","0.0265","7.0333","14.3536","11.0231"
"","8.3800","7.0498","0.0265","7.0498","14.3874","11.0614"
"","8.4000","7.0665","0.0266","7.0665","14.4213","11.0849"
"","8.4200","7.0833","0.0267","7.0833","14.4558","11.1094"
"","8.4400","7.1000","0.0267","7.1000","14.4898","11.1449"
"","8.4600","7.1162","0.0268","7.1162","14.5228","11.1733"
"","8.4800","7.1326","0.0268","7.1326","14.5562","11.1872"
"","8.5000","7.1497","0.0269","7.1497","14.5912","11.2029"
"","8.5200","7.1666","0.0270","7.1666","14.6256","11.2319"
"","8.5400","7.1831","0.0270","7.1831","14.6594","11.2558"
"","8.5600","7.1999","0.0271","7.1999","14.6936","11.2749"
"","8.5800","7.2167","0.0271","7.2167","14.7280","11.3015"
"","8.6000","7.2330","0.0272","7.2330","14.7613","11.3280"
"","8.6200","7.2494","0.0273","7.2494","14.7948","11.3895"
"","8.6400","7.2663","0.0274","7.2663","14.8292","11.4141"
"","8.6600","7.2834","0.0274","7.2834","14.8642","11.4286"
"","8.6800","7.3003","0.0275","7.3003","14.8986","11.4585"
"","8.7000","7.3168","0.0275","7.3168","14.9323","11.4749"
"","8.7200","7.3337","0.0276","7.3337","14.9668","11.5013"
"","8.7400","7.3501","0.0277","7.3501","15.0003","11.5261"
"","8.7600","7.3663","0.0277","7.3663","15.0333","11.5553"
"","8.7800","7.3828","0.0278","7.3828","15.0670","11.5842"
"","8.8000","7.4000","0.0279","7.4000","15.1020","11.6120"
"","8.8200","7.4168","0.0279","7.4168","15.1364","11.6236"
"","8.8400","7.4334","0.0280","7.4334","15.1701","11.6509"
"","8.8600","7.4499","0.0280","7.4499","15.2039","11.6781"
"","8.8800","7.4665","0.0281","7.4665","15.2378","11.6977"
"","8.9000","7.4830","0.0281","7.4830","15.2713","11.7003"
"","8.9200","7.4996","0.0281","7.4996","15.3053","11.7171"
"","8.9400","7.5165","0.0281","7.5165","15.3398","11.7263"
"","8.9600","7.5335","0.0282","7.5335","15.3744","11.7533"
"","8.9800","7.5501","0.0283","7.5501","15.4084","11.7925"
"","9.0000","7.5667","0.0283","7.5667","15.4421","11.7949"
"","9.0200","7.5833","0.0283","7.5833","15.4761","11.8060"
"","9.0400","7.5998","0.0284","7.5998","15.5098","11.8522"
"","9.0600","7.6165","0.0285","7.6165","15.5438","11.8810"
"","9.0800","7.6332","0.0286","7.6332","15.5780","11.9117"
"","9.1000","7.6502","0.0286","7.6502","15.6127","11.9282"
"","9.1200","7.6668","0.0287","7.6668","15.6465","11.9687"
"","9.1400","7.6833","0.0288","7.6833","15.6802","11.9983"
"","9.1600","7.6998","0.0289","7.6998","15.7139","12.0235"
"","9.1800","7.7163","0.0289","7.7163","15.7476","12.0519"
"","9.2000","7.7328","0.0290","7.7328","15.7811","12.0814"
"","9.2200","7.7496","0.0290","7.7496","15.8156","12.0946"
"","9.2400","7.7665","0.0291","7.7665","15.8500","12.1121"
"","9.2600","7.7833","0.0291","7.7833","15.8843","12.1292"
"","9.2800","7.7998","0.0292","7.7998","15.9180","12.1592"
"","9.3000","7.8165","0.0293","7.8165","15.9520","12.1927"
"","9.3200","7.8331","0.0293","7.8331","15.9859","12.2199"
"","9.3400","7.8499","0.0294","7.8499","16.0201","12.2479"
"","9.3600","7.8665","0.0295","7.8665","16.0541","12.2835"
"","9.3800","7.8835","0.0296","7.8835","16.0888","12.3139"
"","9.4000","7.9004","0.0296","7.9004","16.1233","12.3419"
"","9.4200","7.9169","0.0297","7.9169","16.1570","12.3605"
"","9.4400","7.9333","0.0297","7.9333","16.1905","12.3806"
"","9.4600","7.9497","0.0298","7.9497","16.2240","12.4118"
"","9.4800","7.9665","0.0299","7.9665","16.2582","12.4386"
"","9.5000","7.9832","0.0299","7.9832","16.2921","12.4577"
"","9.5200","7.9998","0.0300","7.9998","16.3261","12.4886"
"","9.5400","8.0167","0.0300","8.0167","16.3606","12.5165"
"","9.5600","8.0334","0.0301","8.0334","16.3948","12.5380"
"","9.5800","8.0499","0.0301","8.0499","16.4283","12.5583"
"","9.6000","8.0661","0.0302","8.0661","16.4615","12.5724"
"","9.6200","8.0829","0.0302","8.0829","16.4957","12.6014"
"","9.6400","8.0997","0.0303","8.0997","16.5299","12.6356"
"","9.6600","8.1166","0.0304","8.1166","16.5644","12.6543"
"","9.6800","8.1334","0.0305","8.1334","16.5988","12.6939"
"","9.7000","8.1504","0.0305","8.1504","16.6335","12.7199"
"","9.7200","8.1668","0.0306","8.1668","16.6670","12.7518"
"","9.7400","8.1829","0.0307","8.1829","16.6998","12.7751"
"","9.7600","8.1995","0.0307","8.1995","16.7338","12.7942"
"","9.7800","8.2165","0.0308","8.2165","16.7685","12.8145"
"","9.8000","8.2333","0.0308","8.2333","16.8027","12.8412"
"","9.8200","8.2498","0.0309","8.2498","16.8364","12.8603"
"","9.8400","8.2666","0.0309","8.2666","16.8706","12.8824"
"","9.8600","8.2832","0.0310","8.2832","16.9046","12.9152"
"","9.8800","8.2994","0.0311","8.2994","16.9376","12.9489"
"","9.9000","8.3159","0.0311","8.3159","16.9713","12.9787"
"","9.9200","8.3331","0.0312","8.3331","17.0063","13.0020"
"","9.9400","8.3499","0.0312","8.3499","17.0407","13.0120"
"","9.9600","8.3666","0.0313","8.3666","17.0747","13.0399"
"","9.9800","8.3834","0.0314","8.3834","17.1089","13.0821"
"","10.0000","8.4004","0.0314","8.4004","17.1436","13.1016"
"","10.0200","8.4165","0.0315","8.4165","17.1766","13.1144"
"","10.0400","8.4329","0.0315","8.4329","17.2101","13.1285"
"","10.0600","8.4498","0.0316","8.4498","17.2445","13.1472"
"","10.0800","8.4668","0.0316","8.4668","17.2792","13.1803"
"","10.1000","8.4836","0.0317","8.4836","17.3134","13.2141"
"","10.1200","8.5001","0.0318","8.5001","17.3472","13.2406"
"","10.1400","8.5169","0.0318","8.5169","17.3814","13.2639"
"","10.1600","8.5334","0.0319","8.5334","17.4151","13.2915"
"","10.1800","8.5496","0.0320","8.5496","17.4481","13.3171"
"","10.2000","8.5662","0.0319","8.5662","17.4821","13.2862"
"","10.2200","8.5832","0.0318","8.5832","17.5168","13.2410"
"","10.2400","8.6001","0.0318","8.6001","17.5512","13.2335"
"","10.2600","8.6165","0.0318","8.6165","17.5847","13.2529"
"","10.2800","8.6333","0.0319","8.6333","17.6189","13.2855"
"","10.3000","8.6499","0.0319","8.6499","17.6529","13.3089"
"","10.3200","8.6665","0.0320","8.6665","17.6866","13.3333"
"","10.3400","8.6829","0.0321","8.6829","17.7201","13.3582"
"","10.3600","8.6997","0.0321","8.6997","17.7546","13.3590"
"","10.3800","8.7167","0.0320","8.7167","17.7893","13.3538"
"","10.4000","8.7334","0.0321","8.7334","17.8233","13.3658"
"","10.4200","8.7500","0.0321","8.7500","17.8572","13.3936"
"","10.4400","8.7667","0.0322","8.7667","17.8912","13.4258"
"","10.4600","8.7832","0.0323","8.7832","17.9249","13.4497"
"","10.4800","8.7997","0.0323","8.7997","17.9587","13.4676"
"","10.5000","8.8164","0.0324","8.8164","17.9926","13.4820"
"","10.5200","8.8334","0.0324","8.8334","18.0273","13.5187"
"","10.5400","8.8502","0.0325","8.8502","18.0615","13.5540"
"","10.5600","8.8666","0.0326","8.8666","18.0950","13.5873"
"","10.5800","8.8830","0.0326","8.8830","18.1285","13.5970"
"","10.6000","8.8999","0.0326","8.8999","18.1630","13.5948"
"","10.6200","8.9166","0.0326","8.9166","18.1972","13.5825"
"","10.6400","8.9331","0.0326","8.9331","18.2309","13.5690"
"","10.6600","8.9499","0.0326","8.9499","18.2651","13.5893"
"","10.6800","8.9669","0.0327","8.9669","18.2998","13.6255"
"","10.7000","8.9834","0.0328","8.9834","18.3335","13.6518"
"","10.7200","8.9997","0.0328","8.9997","18.3668","13.6729"
"","10.7400","9.0164","0.0329","9.0164","18.4008","13.6911"
"","10.7600","9.0333","0.0329","9.0333","18.4352","13.7079"
"","10.7800","9.0498","0.0330","9.0498","18.4689","13.7372"
"","10.8000","9.0665","0.0330","9.0665","18.5032","13.7686"
"","10.8200","9.0834","0.0331","9.0834","18.5376","13.7994"
"","10.8400","9.1001","0.0331","9.1001","18.5716","13.8035"
"","10.8600","9.1164","0.0332","9.1164","18.6048","13.8189"
"","10.8800","9.1329","0.0332","9.1329","18.6386","13.8415"
"","10.9000","9.1498","0.0332","9.1498","18.6730","13.8501"
"","10.9200","9.1668","0.0332","9.1668","18.7077","13.8514"
"","10.9400","9.1834","0.0333","9.1834","18.7417","13.8630"
"","10.9600","9.2002","0.0333","9.2002","18.7759","13.8746"
"","10.9800","9.2167","0.0334","9.2167","18.8096","13.9228"
"","11.0000","9.2330","0.0335","9.2330","18.8429","13.9566"
"","11.0200","9.2493","0.0335","9.2493","18.8761","13.9549"
"","11.0400","9.2662","0.0334","9.2662","18.9106","13.9297"
"","11.0600","9.2832","0.0334","9.2832","18.9453","13.9315"
"","11.0800","9.2999","0.0335","9.2999","18.9795","13.9457"
"","11.1000","9.3165","0.0333","9.3165","19.0132","13.8942"
"","11.1200","9.3335","0.0333","9.3335","19.0479","13.8550"
"","11.1400","9.3500","0.0332","9.3500","19.0816","13.8221"
"","11.1600","9.3663","0.0332","9.3663","19.1149","13.8321"
"","11.1800","9.3829","0.0333","9.3829","19.1489","13.8627"
"","11.2000","9.3999","0.0333","9.3999","19.1835","13.8851"
"","11.2200","9.4167","0.0334","9.4167","19.2178","13.9057"
"","11.2400","9.4333","0.0334","9.4333","19.2517","13.9151"
"","11.2600","9.4500","0.0335","9.4500","19.2857","13.9409"
"","11.2800","9.4668","0.0335","9.4668","19.3199","13.9640"
"","11.3000","9.4832","0.0335","9.4832","19.3534","13.9752"
"","11.3200","9.4997","0.0336","9.4997","19.3871","14.0044"
"","11.3400","9.5165","0.0337","9.5165","19.4213","14.0230"
"","11.3600","9.5333","0.0337","9.5333","19.4558","14.0501"
"","11.3800","9.5500","0.0338","9.5500","19.4898","14.0846"
"","11.4000","9.5665","0.0339","9.5665","19.5235","14.1063"
"","11.4200","9.5833","0.0339","9.5833","19.5577","14.1370"
"","11.4400","9.5997","0.0340","9.5997","19.5912","14.1464"
"","11.4600","9.6162","0.0339","9.6162","19.6249","14.1326"
"","11.4800","9.6330","0.0339","9.6330","19.6591","14.1185"
"","11.5000","9.6501","0.0339","9.6501","19.6941","14.1295"
"","11.5200","9.6667","0.0339","9.6667","19.7280","14.1080"
"","11.5400","9.6834","0.0332","9.6834","19.7620","13.8539"
"","11.5600","9.7000","0.0329","9.7000","19.7960","13.7027"
"","11.5800","9.7166","0.0329","9.7166","19.8297","13.6917"
"","11.6000","9.7330","0.0329","9.7330","19.8632","13.7139"
"","11.6200","9.7496","0.0330","9.7496","19.8972","13.7423"
"","11.6400","9.7666","0.0330","9.7666","19.9319","13.7586"
"","11.6600","9.7836","0.0331","9.7836","19.9666","13.7792"
"","11.6800","9.8001","0.0331","9.8001","20.0003","13.7816"
"","11.7000","9.8168","0.0331","9.8168","20.0343","13.7892"
"","11.7200","9.8333","0.0332","9.8333","20.0680","13.8169"
"","11.7400","9.8497","0.0332","9.8497","20.1015","13.8371"
"","11.7600","9.8663","0.0332","9.8663","20.1352","13.8357"
"","11.7800","9.8831","0.0333","9.8831","20.1697","13.8651"
"","11.8000","9.9001","0.0333","9.9001","20.2044","13.8835"
"","11.8200","9.9168","0.0334","9.9168","20.2383","13.9162"
"","11.8400","9.9332","0.0334","9.9332","20.2718","13.9285"
"","11.8600","9.9497","0.0334","9.9497","20.3056","13.9359"
"","11.8800","9.9664","0.0335","9.9664","20.3395","13.9563"
"","11.9000","9.9830","0.0335","9.9830","20.3735","13.9672"
"","11.9200","9.9999","0.0336","9.9999","20.4079","13.9934"
"","11.9400","10.0169","0.0336","10.0169","20.4426","14.0129"
"","11.9600","10.0337","0.0337","10.0337","20.4769","14.0244"
"","11.9800","10.0501","0.0337","10.0501","20.5103","14.0409"
"","12.0000","10.0665","0.0337","10.0665","20.5438","14.0601"
"","12.0200","10.0831","0.0338","10.0831","20.5778","14.0757"
"","12.0400","10.0999","0.0338","10.0999","20.6120","14.0965"
"","12.0600","10.1167","0.0339","10.1167","20.6462","14.1246"
"","12.0800","10.1334","0.0339","10.1334","20.6804","14.1272"
"","12.1000","10.1502","0.0340","10.1502","20.7146","14.1525"
"","12.1200","10.1667","0.0341","10.1667","20.7484","14.2202"
"","12.1400","10.1831","0.0341","10.1831","20.7819","14.2089"
"","12.1600","10.1996","0.0341","10.1996","20.8156","14.2077"
"","12.1800","10.2165","0.0341","10.2165","20.8501","14.2148"
"","12.2000","10.2333","0.0341","10.2333","20.8843","14.2154"
"","12.2200","10.2501","0.0341","10.2501","20.9185","14.2222"
"","12.2400","10.2668","0.0342","10.2668","20.9527","14.2486"
"","12.2600","10.2836","0.0342","10.2836","20.9869","14.2664"
"","12.2800","10.2999","0.0343","10.2999","21.0202","14.2934"
"","12.3000","10.3162","0.0343","10.3162","21.0534","14.3064"
"","12.3200","10.3332","0.0344","10.3332","21.0881","14.3342"
"","12.3400","10.3502","0.0344","10.3502","21.1228","14.3520"
"","12.3600","10.3667","0.0345","10.3667","21.1565","14.3643"
"","12.3800","10.3833","0.0345","10.3833","21.1905","14.3785"
"","12.4000","10.4001","0.0345","10.4001","21.2247","14.3757"
"","12.4200","10.4167","0.0345","10.4167","21.2587","14.3724"
"","12.4400","10.4328","0.0345","10.4328","21.2914","14.3835"
"","12.4600","10.4496","0.0345","10.4496","21.3256","14.3916"
"","12.4800","10.4666","0.0346","10.4666","21.3603","14.4081"
"","12.5000","10.4833","0.0346","10.4833","21.3946","14.4207"
"","12.5200","10.4999","0.0347","10.4999","21.4283","14.4506"
"","12.5400","10.5165","0.0348","10.5165","21.4623","14.4823"
"","12.5600","10.5330","0.0348","10.5330","21.4960","14.5013"
"","12.5800","10.5493","0.0348","10.5493","21.5292","14.5099"
"","12.6000","10.5661","0.0348","10.5661","21.5634","14.5139"
"","12.6200","10.5831","0.0349","10.5831","21.5981","14.5334"
"","12.6400","10.6000","0.0349","10.6000","21.6326","14.5418"
"","12.6600","10.6166","0.0350","10.6166","21.6666","14.5635"
"","12.6800","10.6331","0.0350","10.6331","21.7003","14.5921"
"","12.7000","10.6499","0.0350","10.6499","21.7345","14.5991"
"","12.7200","10.6663","0.0351","10.6663","21.7680","14.6146"
"","12.7400","10.6827","0.0351","10.6827","21.8015","14.6299"
"","12.7600","10.6995","0.0351","10.6995","21.8357","14.6412"
"","12.7800","10.7166","0.0352","10.7166","21.8706","14.6583"
"","12.8000","10.7333","0.0352","10.7333","21.9046","14.6758"
"","12.8200","10.7498","0.0353","10.7498","21.9383","14.6956"
"","12.8400","10.7663","0.0353","10.7663","21.9721","14.6881"
"","12.8600","10.7828","0.0352","10.7828","22.0058","14.6861"
"","12.8800","10.7996","0.0353","10.7996","22.0400","14.7076"
"","12.9000","10.8165","0.0353","10.8165","22.0745","14.7213"
"","12.9200","10.8335","0.0354","10.8335","22.1092","14.7397"
"","12.9400","10.8502","0.0354","10.8502","22.1434","14.7610"
"","12.9600","10.8668","0.0355","10.8668","22.1771","14.7874"
"","12.9800","10.8834","0.0355","10.8834","22.2111","14.7897"
"","13.0000","10.8999","0.0355","10.8999","22.2448","14.7759"
"","13.0200","10.9166","0.0355","10.9166","22.2788","14.7864"
"","13.0400","10.9332","0.0355","10.9332","22.3127","14.7956"
"","13.0600","10.9500","0.0355","10.9500","22.3469","14.8062"
"","13.0800","10.9668","0.0355","10.9668","22.3812","14.8123"
"","13.1000","10.9834","0.0355","10.9834","22.4151","14.8110"
"","13.1200","10.9999","0.0356","10.9999","22.4489","14.8313"
"","13.1400","11.0164","0.0357","11.0164","22.4824","14.8570"
"","13.1600","11.0331","0.0357","11.0331","22.5166","14.8771"
"","13.1800","11.0498","0.0357","11.0498","22.5505","14.8911"
"","13.2000","11.0664","0.0357","11.0664","22.5845","14.8925"
"","13.2200","11.0834","0.0358","11.0834","22.6192","14.9148"
"","13.2400","11.1003","0.0358","11.1003","22.6537","14.9229"
"","13.2600","11.1168","0.0359","11.1168","22.6874","14.9432"
"","13.2800","11.1331","0.0359","11.1331","22.7206","14.9768"
"","13.3000","11.1499","0.0359","11.1499","22.7548","14.9739"
"","13.3200","11.1666","0.0359","11.1666","22.7891","14.9636"
"","13.3400","11.1833","0.0359","11.1833","22.8230","14.9748"
"","13.3600","11.2002","0.0360","11.2002","22.8575","14.9956"
"","13.3800","11.2169","0.0360","11.2169","22.8917","15.0099"
"","13.4000","11.2335","0.0360","11.2335","22.9254","15.0087"
"","13.4200","11.2496","0.0360","11.2496","22.9584","15.0191"
"","13.4400","11.2663","0.0361","11.2663","22.9924","15.0361"
"","13.4600","11.2830","0.0361","11.2830","23.0266","15.0566"
"","13.4800","11.2998","0.0362","11.2998","23.0608","15.0688"
"","13.5000","11.3164","0.0362","11.3164","23.0948","15.0811"
"","13.5200","11.3332","0.0360","11.3332","23.1290","14.9862"
"","13.5400","11.3499","0.0347","11.3499","23.1630","14.4667"
"","13.5600","11.3663","0.0340","11.3663","23.1965","14.1588"
"","13.5800","11.3829","0.0338","11.3829","23.2304","14.0928"
"","13.6000","11.3999","0.0339","11.3999","23.2651","14.1170"
"","13.6200","11.4167","0.0339","11.4167","23.2993","14.1441"
"","13.6400","11.4333","0.0339","11.4333","23.3333","14.1371"
"","13.6600","11.4500","0.0340","11.4500","23.3673","14.1613"
"","13.6800","11.4667","0.0341","11.4667","23.4015","14.1972"
"","13.7000","11.4833","0.0340","11.4833","23.4352","14.1651"
"","13.7200","11.4997","0.0339","11.4997","23.4687","14.1283"
"","13.7400","11.5164","0.0339","11.5164","23.5029","14.1162"
"","13.7600","11.5332","0.0339","11.5332","23.5371","14.1322"
"","13.7800","11.5500","0.0340","11.5500","23.5714","14.1571"
"","13.8000","11.5666","0.0340","11.5666","23.6053","14.1707"
"","13.8200","11.5833","0.0341","11.5833","23.6393","14.1963"
"","13.8400","11.5997","0.0341","11.5997","23.6728","14.2043"
"","13.8600","11.6162","0.0341","11.6162","23.7065","14.2176"
"","13.8800","11.6330","0.0341","11.6330","23.7407","14.2237"
"","13.9000","11.6498","0.0342","11.6498","23.7752","14.2349"
"","13.9200","11.6667","0.0340","11.6667","23.8096","14.1674"
"","13.9400","11.6834","0.0337","11.6834","23.8436","14.0238"
"","13.9600","11.7000","0.0335","11.7000","23.8776","13.9600"
"","13.9800","11.7165","0.0332","11.7165","23.9113","13.8351"
"","14.0000","11.7331","0.0325","11.7331","23.9450","13.5425"
"","14.0200","11.7497","0.0321","11.7497","23.9790","13.3786"
"","14.0400","11.7666","0.0320","11.7666","24.0135","13.3320"
"","14.0600","11.7834","0.0321","11.7834","24.0477","13.3719"
"","14.0800","11.8000","0.0321","11.8000","24.0816","13.3857"
"","14.1000","11.8165","0.0319","11.8165","24.1154","13.3090"
"","14.1200","11.8332","0.0315","11.8332","24.1493","13.1323"
"","14.1400","11.8497","0.0305","11.8497","24.1831","12.7061"
"","14.1600","11.8662","0.0286","11.8662","24.2168","11.9205"
"","14.1800","11.8830","0.0259","11.8830","24.2510","10.8032"
"","14.2000","11.8999","0.0237","11.8999","24.2855","9.8650"
"","14.2200","11.9168","0.0230","11.9168","24.3199","9.5724"
"","14.2400","11.9332","0.0227","11.9332","24.3534","9.4474"
"","14.2580","11.9480","0.0216","11.9480","24.3838","8.9893"

